37.529863	126.951035
37.523366	126.93845
37.538894	126.899952
37.458528	126.910335
37.538153	126.94353
37.543874	126.926267
37.571288	126.957048
37.56681	126.947218
37.520942	126.998271
37.519359	126.96784
37.580518	126.951715
37.55546	126.937942
37.598774	126.937349
37.616293	126.923797
37.630495	126.919152
37.5184987	127.083119
37.53242494	127.105359
37.5613081	126.8974906
37.58652759	126.9355258
37.608474	126.999593
37.60253538	127.0349405
37.57523304	127.0345748
37.54102941	126.8888918
37.48529747	126.873662
37.61485704	127.0683752
37.52384774	127.0629887
37.47582147	127.0597327
37.460263	127.0747101
37.53099824	127.0642008
37.53231407	127.0362305
37.56431246	126.8841539
37.57478	126.967399
37.592354	126.96611
37.55612072	126.9771082
37.55531191	126.9768024
37.5509993	127.1009283
37.55862257	127.1116912
37.54697921	127.099562
37.58085163	127.0751805
37.56126225	127.0711586
37.59580681	127.0616151
37.60481161	127.0676556
37.600516	127.067402
37.574832	127.04356
37.5945697	126.9909663
37.60641251	126.9989458
37.60120274	127.0123705
37.58942931	127.0054183
37.58828123	127.0105789
37.60467951	127.0250401
37.60047359	127.0228207
37.59819945	127.0146841
37.60896981	126.9994158
37.61305734	127.0074147
37.61551116	127.0055225
37.58628208	127.0239649
37.58648072	127.0251685
37.61415619	127.053378
37.62198116	127.0376462
37.639637	127.053825
37.665498	127.07278
37.636986	127.079766
37.675739	127.09036
37.633305	127.066691
37.63102183	127.0603856
37.63398186	127.0604363
37.61555805	127.0685667
37.60862519	126.9554846
37.59568079	126.9088436
37.6193629	126.9054404
37.58615788	126.9221472
37.57889704	126.9043131
37.64094174	126.9374463
37.625476	126.929511
37.59358554	126.9501936
37.58038073	126.9333565
37.57135823	126.9583185
37.56460798	126.9290881
37.58282394	126.9375302
37.57511423	126.9266907
37.5682676	126.9057509
37.5660655	126.914043
37.5432242	126.9493873
37.5432242	126.9493873
37.5564379	126.9355119
37.5603997	126.8953108
37.545782	126.910665
37.567144	126.915047
37.578668	126.904177
37.54006841	126.8580301
37.55309857	126.8509817
37.55093526	126.8572981
37.5356447	126.845401
37.53793446	126.8584592
37.53883164	126.8575775
37.5407466	126.8457364
37.53796167	126.8369356
37.54662801	126.850842
37.5015085	126.8450726
37.507222	126.849344
37.504411	126.8562744
37.48900164	126.8808575
37.49975091	126.8838871
37.4951168	126.8392187
37.49713504	126.8876825
37.49894537	126.885538
37.49793375	126.8680255
37.504661	126.8873467
37.49228732	126.8822785
37.49300647	126.8560421
37.49070762	126.8331915
37.450003	126.914584
37.453339	126.917344
37.469766	126.906695
37.449989	126.914665
37.46264	126.907012
37.449876	126.920938
37.504529	126.915907
37.507512	126.912617
37.510105	126.901846
37.50489773	126.9138908
37.51297	126.89732
37.50812316	126.9515991
37.5136678	126.9469038
37.50885952	126.9466197
37.50421887	126.9534547
37.51046465	126.9509294
37.48226205	126.9668584
37.48933913	126.9652708
37.50807149	126.9471584
37.50140065	126.945393
37.50421887	126.9534547
37.45890879	126.9223481
37.46124501	126.9247287
37.500944	127.015404
37.4845755	127.0146164
37.479818	126.992686
37.487594	126.993427
37.463574	127.045299
37.500935	127.000541
37.484813	127.036332
37.495173	127.020608
37.50892	127.020605
37.484175	126.99659
37.497252	127.018683
37.443027	127.05598
37.478525	127.004131
37.5491	127.1562
35.10541168	129.0314366
35.11590012	129.0337129
35.0792693	129.0183075
35.12185087	129.0094624
35.10019688	129.0159539
35.11149817	129.0121756
35.08247322	129.0214986
35.11730803	129.0195093
35.14441164	129.047929
35.08769876	129.0440055
35.09404123	129.0475511
35.09745257	129.0594822
35.09637679	129.0612265
35.09427131	129.0644829
35.09029717	129.065564
35.07738466	129.0704869
35.07337335	129.0731164
35.08621827	129.0719635
35.07844759	129.0735359
35.17192	129.07458
35.16696	129.06946
35.15452	129.03897
35.15947	129.03118
35.15288	129.02016
35.17431	129.07503
35.17373	129.0739
35.17292	129.07147
35.17314	129.07227
35.2113664	129.0666441
35.20730696	129.095083
35.19923047	129.1075947
35.19771439	129.0824957
35.19481434	129.0864302
35.19393284	129.090466
35.1212349	129.09876
35.1355083	129.0838213
35.1244808	129.1147473
35.1212086	129.098685
35.1537062	129.0886946
35.1356689	129.0692632
35.24152309	129.024272
35.21481438	129.0455725
35.19286189	129.0086946
35.22800471	129.1628229
35.22155163	129.1443071
35.20490741	129.1259829
35.19356553	129.1300153
35.16081621	129.1723722
35.17800914	129.1930246
35.19316685	129.1293971
35.19152533	129.1204334
35.16448796	129.1806612
35.103377	129.000326
35.089877	128.973002
35.080892	128.977432
35.101366	128.97636
35.107394	128.976046
35.087659	129.005057
35.100269	128.993164
35.104527	129.007671
35.115375	128.962125
35.085103	128.977883
35.055316	128.964177
35.106243	128.960069
35.084013	129.009115
35.063559	128.979525
35.092352	128.99372
35.231924	129.07627
35.275761	129.084951
35.112071	128.86743
35.113236	128.84451
35.213634	128.96963
35.21046452	128.9854584
35.05771553	128.8287758
35.0299385	128.8217463
